timestamp,device_id,temperature,vibration,power_usage
2026-03-13T05:41:38.901300,Device-001,32.93,1.14,30.82
2026-03-13T05:41:38.901300,Device-005,47.42,1.97,27.32
2026-03-13T05:41:38.901300,Device-001,48.91,1.58,10.93
2026-03-13T05:41:38.901300,Device-001,42.95,1.42,49.48
2026-03-13T05:41:38.901300,Device-004,25.88,1.29,46.47
2026-03-13T05:41:38.901300,Device-001,55.33,0.74,35.4
2026-03-13T05:41:38.901300,Device-004,30.57,1.05,19.18
2026-03-13T05:41:38.901300,Device-003,36.94,0.25,29.01
2026-03-13T05:41:38.901300,Device-003,24.2,1.17,25.37
2026-03-13T05:41:38.901300,Device-002,36.02,1.25,17.53
2026-03-13T05:41:38.901300,Device-002,49.66,0.55,39.62
2026-03-13T05:41:38.902301,Device-003,30.5,0.58,34.08
2026-03-13T05:41:38.902301,Device-005,23.19,1.32,30.14
2026-03-13T05:41:38.902301,Device-001,53.14,1.98,41.65
2026-03-13T05:41:38.902301,Device-003,41.17,1.89,33.51
2026-03-13T05:41:38.902301,Device-003,34.35,1.07,14.97
2026-03-13T05:41:38.902301,Device-005,29.33,0.66,20.04
2026-03-13T05:41:38.902301,Device-004,28.91,1.34,17.01
2026-03-13T05:41:38.902301,Device-002,58.75,1.37,34.4
2026-03-13T05:41:38.902301,Device-003,24.77,1.46,10.84
2026-03-13T05:41:38.902301,Device-002,29.45,1.26,37.07
2026-03-13T05:41:38.902301,Device-002,22.74,1.47,36.79
2026-03-13T05:41:38.902301,Device-002,44.14,0.22,20.94
2026-03-13T05:41:38.902301,Device-004,29.61,0.51,26.09
2026-03-13T05:41:38.902301,Device-004,46.13,1.82,18.35
2026-03-13T05:41:38.902301,Device-001,56.96,1.47,23.63
2026-03-13T05:41:38.902301,Device-002,59.16,0.22,32.12
2026-03-13T05:41:38.902301,Device-004,24.53,0.87,25.79
2026-03-13T05:41:38.902301,Device-003,50.27,1.2,25.25
2026-03-13T05:41:38.902301,Device-002,51.41,1.17,26.2
2026-03-13T05:41:38.902301,Device-005,33.21,1.2,19.49
2026-03-13T05:41:38.902301,Device-001,20.52,1.46,46.03
2026-03-13T05:41:38.902301,Device-001,33.95,0.42,19.5
2026-03-13T05:41:38.902301,Device-002,29.91,1.83,25.8
2026-03-13T05:41:38.902301,Device-002,41.64,1.45,24.07
2026-03-13T05:41:38.902301,Device-002,52.88,0.15,36.39
2026-03-13T05:41:38.902301,Device-001,30.12,1.88,13.97
2026-03-13T05:41:38.902301,Device-004,39.3,1.32,47.07
2026-03-13T05:41:38.902301,Device-003,54.6,1.67,27.02
2026-03-13T05:41:38.902301,Device-005,41.35,0.15,48.95
2026-03-13T05:41:38.902301,Device-001,53.95,0.32,17.33
2026-03-13T05:41:38.902301,Device-001,57.6,1.93,38.04
2026-03-13T05:41:38.902301,Device-002,45.31,0.87,24.48
2026-03-13T05:41:38.902301,Device-005,48.87,0.67,36.28
2026-03-13T05:41:38.902301,Device-004,48.67,0.6,47.64
2026-03-13T05:41:38.902301,Device-004,24.78,0.25,46.6
2026-03-13T05:41:38.902301,Device-001,55.73,0.6,34.6
2026-03-13T05:41:38.902301,Device-001,47.74,1.18,35.96
2026-03-13T05:41:38.902301,Device-001,27.73,0.89,13.26
2026-03-13T05:41:38.902301,Device-005,35.06,0.72,15.19
2026-03-13T05:41:38.902301,Device-002,34.98,0.39,21.93
2026-03-13T05:41:38.902301,Device-004,36.02,1.72,35.33
2026-03-13T05:41:38.902301,Device-005,29.55,0.91,23.87
2026-03-13T05:41:38.902301,Device-003,22.15,1.03,15.89
2026-03-13T05:41:38.902301,Device-003,51.31,0.49,33.24
2026-03-13T05:41:38.902301,Device-002,40.37,0.17,12.29
2026-03-13T05:41:38.902301,Device-003,44.32,1.76,30.77
2026-03-13T05:41:38.902301,Device-002,28.59,1.85,20.98
2026-03-13T05:41:38.902301,Device-001,31.04,0.23,21.27
2026-03-13T05:41:38.902301,Device-004,28.58,0.94,25.85
2026-03-13T05:41:38.902301,Device-002,46.09,0.69,17.93
2026-03-13T05:41:38.902301,Device-003,43.72,1.05,28.44
2026-03-13T05:41:38.902301,Device-005,20.1,0.65,45.37
2026-03-13T05:41:38.902301,Device-003,59.22,0.78,29.12
2026-03-13T05:41:38.902301,Device-003,45.63,1.21,34.01
2026-03-13T05:41:38.902301,Device-001,37.74,1.33,18.76
2026-03-13T05:41:38.902301,Device-005,23.53,1.19,37.91
2026-03-13T05:41:38.902301,Device-001,51.01,0.78,23.62
2026-03-13T05:41:38.902301,Device-003,34.69,1.0,39.56
2026-03-13T05:41:38.902301,Device-002,48.42,0.94,41.64
2026-03-13T05:41:38.902301,Device-003,50.91,0.96,26.53
2026-03-13T05:41:38.902301,Device-004,26.72,0.85,12.75
2026-03-13T05:41:38.902301,Device-003,42.24,0.87,29.62
2026-03-13T05:41:38.902301,Device-002,30.26,1.69,47.93
2026-03-13T05:41:38.902301,Device-001,21.36,1.98,18.1
2026-03-13T05:41:38.902301,Device-005,37.83,0.93,44.86
2026-03-13T05:41:38.902301,Device-003,22.58,1.3,42.09
2026-03-13T05:41:38.902301,Device-003,31.01,0.71,22.02
2026-03-13T05:41:38.902301,Device-005,27.29,1.82,23.77
2026-03-13T05:41:38.902301,Device-001,53.67,0.87,46.72
2026-03-13T05:41:38.902301,Device-005,27.55,1.02,22.81
2026-03-13T05:41:38.902301,Device-005,56.32,1.23,28.02
2026-03-13T05:41:38.902301,Device-003,23.28,1.47,38.91
2026-03-13T05:41:38.902301,Device-004,52.97,1.35,39.31
2026-03-13T05:41:38.902301,Device-001,20.43,1.24,47.4
2026-03-13T05:41:38.902301,Device-004,31.77,1.29,15.14
2026-03-13T05:41:38.902301,Device-003,40.61,0.76,15.57
2026-03-13T05:41:38.902301,Device-002,38.68,1.68,14.03
2026-03-13T05:41:38.902301,Device-002,56.47,1.75,37.35
2026-03-13T05:41:38.902301,Device-005,39.54,1.92,29.46
2026-03-13T05:41:38.902301,Device-004,29.93,0.64,11.84
2026-03-13T05:41:38.902301,Device-001,37.29,0.65,49.02
2026-03-13T05:41:38.902301,Device-002,58.89,0.32,21.75
2026-03-13T05:41:38.902301,Device-005,28.54,1.73,47.69
2026-03-13T05:41:38.902301,Device-004,39.71,0.78,11.28
2026-03-13T05:41:38.902301,Device-003,41.45,1.97,31.0
2026-03-13T05:41:38.902301,Device-004,37.15,1.45,19.27
2026-03-13T05:41:38.902301,Device-001,25.73,1.15,45.13
2026-03-13T05:41:38.902301,Device-004,31.08,0.34,14.65
2026-03-13T05:41:38.902301,Device-003,36.05,0.57,49.46
2026-03-13T05:41:38.902301,Device-002,51.7,0.16,42.85
2026-03-13T05:41:38.902301,Device-003,30.5,1.92,35.77
2026-03-13T05:41:38.902301,Device-005,47.23,0.98,31.38
2026-03-13T05:41:38.902301,Device-003,49.23,0.41,16.4
2026-03-13T05:41:38.902301,Device-003,42.53,1.43,11.82
2026-03-13T05:41:38.902301,Device-003,34.35,0.6,24.3
2026-03-13T05:41:38.902301,Device-001,27.09,0.56,16.8
2026-03-13T05:41:38.902301,Device-003,21.01,0.85,25.99
2026-03-13T05:41:38.902301,Device-002,21.61,0.2,44.73
2026-03-13T05:41:38.902301,Device-005,24.48,1.01,13.11
2026-03-13T05:41:38.902301,Device-005,34.93,1.96,34.85
2026-03-13T05:41:38.902301,Device-005,45.82,0.91,26.98
2026-03-13T05:41:38.902301,Device-004,45.21,1.6,16.14
2026-03-13T05:41:38.902301,Device-005,29.0,0.33,43.8
2026-03-13T05:41:38.902301,Device-002,31.7,0.33,23.11
2026-03-13T05:41:38.902301,Device-005,57.15,1.49,42.37
2026-03-13T05:41:38.902301,Device-005,32.23,0.38,42.65
2026-03-13T05:41:38.902301,Device-002,28.66,1.41,19.91
2026-03-13T05:41:38.902301,Device-001,40.49,0.54,14.91
2026-03-13T05:41:38.902301,Device-005,44.7,1.67,38.91
2026-03-13T05:41:38.902301,Device-005,49.3,1.45,19.96
2026-03-13T05:41:38.902301,Device-003,33.63,1.58,18.9
2026-03-13T05:41:38.902301,Device-001,40.24,1.57,15.63
2026-03-13T05:41:38.902301,Device-003,55.17,0.87,12.65
2026-03-13T05:41:38.902301,Device-005,57.74,0.61,24.42
2026-03-13T05:41:38.902301,Device-004,33.87,0.27,39.21
2026-03-13T05:41:38.902301,Device-005,47.39,1.08,18.67
2026-03-13T05:41:38.902301,Device-003,42.8,0.18,23.5
2026-03-13T05:41:38.902301,Device-003,24.41,0.51,40.05
2026-03-13T05:41:38.902301,Device-005,38.7,1.14,20.13
2026-03-13T05:41:38.902301,Device-003,29.19,1.52,15.47
2026-03-13T05:41:38.902301,Device-005,54.83,1.64,32.82
2026-03-13T05:41:38.902301,Device-005,55.11,0.5,45.01
2026-03-13T05:41:38.902301,Device-004,32.55,0.31,17.34
2026-03-13T05:41:38.902301,Device-002,39.6,1.22,21.27
2026-03-13T05:41:38.902301,Device-004,46.72,1.29,39.2
2026-03-13T05:41:38.903300,Device-004,37.19,1.65,40.77
2026-03-13T05:41:38.903300,Device-005,51.03,0.55,43.72
2026-03-13T05:41:38.903300,Device-002,59.55,1.29,33.09
2026-03-13T05:41:38.903300,Device-005,29.91,1.07,48.67
2026-03-13T05:41:38.903300,Device-005,33.75,0.97,38.66
2026-03-13T05:41:38.903300,Device-005,29.22,1.51,13.16
2026-03-13T05:41:38.903300,Device-002,56.73,0.96,37.51
2026-03-13T05:41:38.903300,Device-003,42.11,0.89,19.61
2026-03-13T05:41:38.903300,Device-001,44.47,0.19,20.72
2026-03-13T05:41:38.903300,Device-002,28.39,1.21,14.32
2026-03-13T05:41:38.903300,Device-005,52.1,1.0,28.99
2026-03-13T05:41:38.903300,Device-004,54.48,0.27,21.09
2026-03-13T05:41:38.903300,Device-003,52.93,1.48,41.4
2026-03-13T05:41:38.903300,Device-005,46.28,1.48,44.71
2026-03-13T05:41:38.903300,Device-001,34.99,1.26,38.25
2026-03-13T05:41:38.903300,Device-001,27.04,1.19,34.41
2026-03-13T05:41:38.903300,Device-002,33.29,0.39,45.52
2026-03-13T05:41:38.903300,Device-004,52.63,1.67,37.31
2026-03-13T05:41:38.903300,Device-001,31.13,0.7,23.57
2026-03-13T05:41:38.903300,Device-004,47.19,1.99,19.23
2026-03-13T05:41:38.903300,Device-003,23.21,1.72,40.64
2026-03-13T05:41:38.903300,Device-002,42.3,1.97,29.42
2026-03-13T05:41:38.903300,Device-005,32.59,0.39,22.49
2026-03-13T05:41:38.903300,Device-003,30.31,1.04,28.38
2026-03-13T05:41:38.903300,Device-005,52.06,1.71,22.93
2026-03-13T05:41:38.903300,Device-001,30.0,1.92,19.21
2026-03-13T05:41:38.903300,Device-004,55.64,0.71,42.62
2026-03-13T05:41:38.903300,Device-005,56.01,1.48,34.95
2026-03-13T05:41:38.903300,Device-004,28.21,0.64,22.84
2026-03-13T05:41:38.903300,Device-003,46.45,0.13,28.89
2026-03-13T05:41:38.903300,Device-005,46.1,1.19,42.23
2026-03-13T05:41:38.903300,Device-002,24.02,0.22,27.9
2026-03-13T05:41:38.903300,Device-001,58.96,1.81,22.94
2026-03-13T05:41:38.903300,Device-002,56.47,1.89,24.22
2026-03-13T05:41:38.903300,Device-003,41.78,1.52,13.29
2026-03-13T05:41:38.903300,Device-005,26.95,1.28,23.77
2026-03-13T05:41:38.903300,Device-003,36.47,1.79,25.71
2026-03-13T05:41:38.903300,Device-002,41.32,0.39,19.83
2026-03-13T05:41:38.903300,Device-003,40.08,1.6,45.88
2026-03-13T05:41:38.903300,Device-001,49.0,0.69,38.34
2026-03-13T05:41:38.903300,Device-003,21.87,1.35,11.04
2026-03-13T05:41:38.903300,Device-003,45.53,0.77,25.27
2026-03-13T05:41:38.903300,Device-005,53.59,0.69,23.28
2026-03-13T05:41:38.903300,Device-001,44.24,1.16,28.72
2026-03-13T05:41:38.903300,Device-005,58.22,1.37,38.35
2026-03-13T05:41:38.903300,Device-002,32.69,1.83,25.34
2026-03-13T05:41:38.903300,Device-002,54.6,0.53,44.25
2026-03-13T05:41:38.903300,Device-002,20.53,1.65,28.68
2026-03-13T05:41:38.903300,Device-001,52.35,0.12,23.78
2026-03-13T05:41:38.903300,Device-003,21.22,0.32,33.29
2026-03-13T05:41:38.903300,Device-001,21.82,1.34,39.61
2026-03-13T05:41:38.903300,Device-001,27.12,1.37,15.24
2026-03-13T05:41:38.903300,Device-005,30.03,0.5,35.43
2026-03-13T05:41:38.903300,Device-003,35.81,1.09,37.88
2026-03-13T05:41:38.903300,Device-004,43.09,1.96,27.14
2026-03-13T05:41:38.903300,Device-004,52.93,0.63,36.0
2026-03-13T05:41:38.903300,Device-003,59.71,1.34,16.88
2026-03-13T05:41:38.903300,Device-002,46.74,1.62,26.46
2026-03-13T05:41:38.903300,Device-001,30.9,0.88,11.49
2026-03-13T05:41:38.903300,Device-003,35.01,1.69,22.33
2026-03-13T05:41:38.903300,Device-005,39.41,1.31,15.89
2026-03-13T05:41:38.903300,Device-004,29.92,1.83,48.17
2026-03-13T05:41:38.903300,Device-005,36.45,1.86,42.62
2026-03-13T05:41:38.903300,Device-002,23.09,0.57,37.47
2026-03-13T05:41:38.903300,Device-001,30.61,1.65,48.41
2026-03-13T05:41:38.903300,Device-002,27.68,0.41,19.7
2026-03-13T05:41:38.903300,Device-001,52.59,0.3,37.2
2026-03-13T05:41:38.903300,Device-002,24.39,1.94,45.54
2026-03-13T05:41:38.903300,Device-005,44.83,0.69,14.52
2026-03-13T05:41:38.903300,Device-002,40.83,1.87,32.96
2026-03-13T05:41:38.903300,Device-003,54.4,1.72,47.08
2026-03-13T05:41:38.903300,Device-004,58.43,0.9,17.94
2026-03-13T05:41:38.903300,Device-001,38.86,1.06,19.15
2026-03-13T05:41:38.903300,Device-002,31.21,0.13,32.15
2026-03-13T05:41:38.903300,Device-002,52.96,1.08,15.61
2026-03-13T05:41:38.903300,Device-003,25.78,0.3,35.37
2026-03-13T05:41:38.903300,Device-003,38.96,0.82,44.2
2026-03-13T05:41:38.903300,Device-001,30.85,1.78,15.28
2026-03-13T05:41:38.903300,Device-004,23.91,0.68,17.41
2026-03-13T05:41:38.903300,Device-002,23.75,1.1,13.69
2026-03-13T05:41:38.903300,Device-002,41.81,1.99,49.62
2026-03-13T05:41:38.903300,Device-002,29.31,0.55,34.2
2026-03-13T05:41:38.903300,Device-003,43.75,1.26,34.24
2026-03-13T05:41:38.903300,Device-001,53.48,1.35,13.27
2026-03-13T05:41:38.903300,Device-004,26.38,0.25,45.59
2026-03-13T05:41:38.903300,Device-003,23.03,0.93,38.33
2026-03-13T05:41:38.903300,Device-002,43.73,0.24,24.7
2026-03-13T05:41:38.903300,Device-005,59.85,0.33,16.93
2026-03-13T05:41:38.903300,Device-003,49.66,0.19,27.05
2026-03-13T05:41:38.903300,Device-005,38.85,0.71,30.47
2026-03-13T05:41:38.903300,Device-004,52.51,1.32,48.83
2026-03-13T05:41:38.903300,Device-005,57.87,0.11,29.69
2026-03-13T05:41:38.903300,Device-002,56.14,1.54,17.67
2026-03-13T05:41:38.903300,Device-002,37.61,1.27,32.32
2026-03-13T05:41:38.903300,Device-005,25.26,1.87,23.37
2026-03-13T05:41:38.903300,Device-005,27.53,1.81,14.3
2026-03-13T05:41:38.903300,Device-001,29.68,1.78,23.92
2026-03-13T05:41:38.903300,Device-001,57.4,1.44,18.6
2026-03-13T05:41:38.903300,Device-005,33.98,1.8,43.01
2026-03-13T05:41:38.903300,Device-001,55.39,1.71,36.18
2026-03-13T05:41:38.903300,Device-005,40.36,1.06,19.35
2026-03-13T05:41:38.903300,Device-002,40.89,1.67,26.44
2026-03-13T05:41:38.903300,Device-002,24.57,0.21,33.28
2026-03-13T05:41:38.903300,Device-002,36.74,0.34,46.22
2026-03-13T05:41:38.903300,Device-003,42.93,0.91,48.43
2026-03-13T05:41:38.903300,Device-004,43.27,0.35,11.76
2026-03-13T05:41:38.903300,Device-004,59.31,1.73,36.95
2026-03-13T05:41:38.903300,Device-001,28.25,1.65,12.15
2026-03-13T05:41:38.903300,Device-005,21.06,0.94,22.63
2026-03-13T05:41:38.903300,Device-001,31.26,1.39,41.1
2026-03-13T05:41:38.903300,Device-003,44.58,0.35,42.79
2026-03-13T05:41:38.903300,Device-004,47.1,1.8,45.09
2026-03-13T05:41:38.903300,Device-005,36.09,1.03,22.58
2026-03-13T05:41:38.903300,Device-005,42.31,1.03,20.07
2026-03-13T05:41:38.903300,Device-004,43.84,1.78,32.99
2026-03-13T05:41:38.903300,Device-005,39.56,1.67,34.16
2026-03-13T05:41:38.903300,Device-001,36.32,1.76,11.44
2026-03-13T05:41:38.903300,Device-004,32.27,0.87,38.01
2026-03-13T05:41:38.903300,Device-005,37.83,1.51,13.46
2026-03-13T05:41:38.903300,Device-001,41.67,1.67,17.31
2026-03-13T05:41:38.903300,Device-005,39.0,1.64,33.53
2026-03-13T05:41:38.903300,Device-002,24.48,0.89,13.09
2026-03-13T05:41:38.903300,Device-004,28.75,1.23,37.3
2026-03-13T05:41:38.903300,Device-004,53.66,0.22,25.63
2026-03-13T05:41:38.903300,Device-003,27.64,1.32,29.04
2026-03-13T05:41:38.903300,Device-004,21.59,1.17,44.39
2026-03-13T05:41:38.903300,Device-003,48.92,1.8,48.59
2026-03-13T05:41:38.903300,Device-001,39.82,0.94,46.94
2026-03-13T05:41:38.903300,Device-004,39.42,0.15,44.06
2026-03-13T05:41:38.903300,Device-005,47.29,1.72,34.75
2026-03-13T05:41:38.903300,Device-002,47.12,0.76,43.21
2026-03-13T05:41:38.903300,Device-002,30.87,1.84,29.64
2026-03-13T05:41:38.904300,Device-004,27.47,0.52,23.4
2026-03-13T05:41:38.904300,Device-004,50.42,0.79,14.99
2026-03-13T05:41:38.904300,Device-002,53.1,1.03,31.47
2026-03-13T05:41:38.904300,Device-001,38.07,0.14,12.25
2026-03-13T05:41:38.904300,Device-005,23.02,1.36,10.5
2026-03-13T05:41:38.904300,Device-001,22.12,1.36,33.45
2026-03-13T05:41:38.904300,Device-003,30.45,1.4,33.46
2026-03-13T05:41:38.904300,Device-004,49.09,0.17,37.45
2026-03-13T05:41:38.904300,Device-002,25.51,0.22,31.58
2026-03-13T05:41:38.904300,Device-005,28.55,1.8,24.14
2026-03-13T05:41:38.904300,Device-002,20.08,0.93,44.83
2026-03-13T05:41:38.904300,Device-001,55.56,1.06,29.25
2026-03-13T05:41:38.904300,Device-005,45.52,0.2,30.99
2026-03-13T05:41:38.904300,Device-005,55.96,0.88,30.89
2026-03-13T05:41:38.904300,Device-004,34.01,1.85,18.85
2026-03-13T05:41:38.904300,Device-002,39.96,0.7,44.44
2026-03-13T05:41:38.904300,Device-002,30.32,0.66,20.57
2026-03-13T05:41:38.904300,Device-005,38.09,1.37,25.78
2026-03-13T05:41:38.904300,Device-005,47.15,0.11,32.18
2026-03-13T05:41:38.904300,Device-001,30.73,1.43,33.61
2026-03-13T05:41:38.904300,Device-005,48.62,0.5,29.01
2026-03-13T05:41:38.904300,Device-005,26.77,1.17,10.12
2026-03-13T05:41:38.904300,Device-004,54.11,1.02,18.64
2026-03-13T05:41:38.904300,Device-003,44.44,0.91,23.88
2026-03-13T05:41:38.904300,Device-002,37.15,0.29,42.43
2026-03-13T05:41:38.904300,Device-004,25.07,1.59,33.75
2026-03-13T05:41:38.904300,Device-002,22.1,1.62,31.71
2026-03-13T05:41:38.904300,Device-001,22.42,0.4,25.88
2026-03-13T05:41:38.904300,Device-003,59.21,1.97,39.87
2026-03-13T05:41:38.904300,Device-005,54.22,1.82,25.15
2026-03-13T05:41:38.904300,Device-005,25.11,0.4,14.72
2026-03-13T05:41:38.904300,Device-005,22.21,1.42,16.58
2026-03-13T05:41:38.904300,Device-003,56.86,0.53,16.97
2026-03-13T05:41:38.904300,Device-004,51.51,0.63,16.69
2026-03-13T05:41:38.904300,Device-002,35.08,0.25,40.04
2026-03-13T05:41:38.904300,Device-002,52.51,0.8,12.14
2026-03-13T05:41:38.904300,Device-002,27.48,0.61,25.64
2026-03-13T05:41:38.904300,Device-005,35.47,0.15,28.76
2026-03-13T05:41:38.904300,Device-004,34.44,1.95,23.18
2026-03-13T05:41:38.904300,Device-005,26.04,1.91,34.85
2026-03-13T05:41:38.904300,Device-003,34.69,1.49,40.58
2026-03-13T05:41:38.904300,Device-005,50.19,1.0,48.43
2026-03-13T05:41:38.904300,Device-005,31.2,0.33,25.75
2026-03-13T05:41:38.904300,Device-003,21.68,1.04,43.04
2026-03-13T05:41:38.904300,Device-002,54.36,1.53,47.04
2026-03-13T05:41:38.904300,Device-004,40.97,0.38,46.12
2026-03-13T05:41:38.904300,Device-004,23.34,0.88,26.09
2026-03-13T05:41:38.904300,Device-003,52.81,1.73,14.09
2026-03-13T05:41:38.904300,Device-002,42.38,0.53,33.79
2026-03-13T05:41:38.904300,Device-001,28.78,0.67,46.31
2026-03-13T05:41:38.904300,Device-003,24.27,1.29,47.01
2026-03-13T05:41:38.904300,Device-004,45.27,1.75,39.22
2026-03-13T05:41:38.904300,Device-003,52.0,0.91,30.26
2026-03-13T05:41:38.904300,Device-004,30.18,1.09,41.81
2026-03-13T05:41:38.904300,Device-003,53.33,1.77,49.8
2026-03-13T05:41:38.904300,Device-005,51.38,0.35,40.32
2026-03-13T05:41:38.904300,Device-003,21.63,0.64,41.99
2026-03-13T05:41:38.904300,Device-001,47.55,0.16,19.82
2026-03-13T05:41:38.904300,Device-004,37.91,0.59,11.66
2026-03-13T05:41:38.904300,Device-001,33.78,0.28,25.1
2026-03-13T05:41:38.904300,Device-002,46.34,0.31,11.01
2026-03-13T05:41:38.904300,Device-004,37.0,1.24,44.18
2026-03-13T05:41:38.904300,Device-001,44.72,0.96,28.77
2026-03-13T05:41:38.904300,Device-003,20.05,1.29,35.49
2026-03-13T05:41:38.904300,Device-001,43.49,1.38,42.98
2026-03-13T05:41:38.904300,Device-003,40.06,0.11,21.06
2026-03-13T05:41:38.904300,Device-003,27.45,1.81,19.76
2026-03-13T05:41:38.904300,Device-004,44.83,1.14,37.06
2026-03-13T05:41:38.904300,Device-001,22.0,0.69,17.32
2026-03-13T05:41:38.904300,Device-003,35.88,0.51,42.86
2026-03-13T05:41:38.904300,Device-003,53.42,1.45,23.6
2026-03-13T05:41:38.904300,Device-002,44.25,0.67,24.63
2026-03-13T05:41:38.904300,Device-005,54.32,0.84,44.4
2026-03-13T05:41:38.904300,Device-002,31.45,1.8,39.93
2026-03-13T05:41:38.904300,Device-004,41.66,0.69,10.63
2026-03-13T05:41:38.904300,Device-003,20.7,0.69,17.23
2026-03-13T05:41:38.904300,Device-005,57.01,1.06,48.55
2026-03-13T05:41:38.904300,Device-004,30.01,1.84,42.05
2026-03-13T05:41:38.904300,Device-004,20.09,0.77,49.26
2026-03-13T05:41:38.904300,Device-001,36.26,0.1,47.87
2026-03-13T05:41:38.904300,Device-002,39.82,1.48,20.9
2026-03-13T05:41:38.904300,Device-003,34.11,0.65,22.25
2026-03-13T05:41:38.904300,Device-005,56.94,1.88,47.39
2026-03-13T05:41:38.904300,Device-005,42.78,1.69,27.77
2026-03-13T05:41:38.904300,Device-005,28.18,0.42,10.76
2026-03-13T05:41:38.904300,Device-003,52.12,1.25,10.67
2026-03-13T05:41:38.904300,Device-005,54.46,0.54,17.63
2026-03-13T05:41:38.904300,Device-005,35.99,0.98,41.81
2026-03-13T05:41:38.904300,Device-005,52.37,1.0,21.52
2026-03-13T05:41:38.904300,Device-001,39.64,0.39,14.98
2026-03-13T05:41:38.904300,Device-002,44.89,1.1,16.65
2026-03-13T05:41:38.904300,Device-004,39.99,0.81,25.31
2026-03-13T05:41:38.904300,Device-001,51.42,0.61,48.62
2026-03-13T05:41:38.904300,Device-003,33.7,1.01,33.9
2026-03-13T05:41:38.904300,Device-005,33.87,1.93,19.06
2026-03-13T05:41:38.904300,Device-005,59.73,1.1,24.24
2026-03-13T05:41:38.904300,Device-004,42.18,0.55,30.98
2026-03-13T05:41:38.904300,Device-001,40.11,0.58,37.09
2026-03-13T05:41:38.904300,Device-001,22.9,1.88,28.36
2026-03-13T05:41:38.904300,Device-001,53.26,1.84,32.99
2026-03-13T05:41:38.904300,Device-002,29.06,0.79,31.24
2026-03-13T05:41:38.904300,Device-002,43.32,1.18,33.6
2026-03-13T05:41:38.904300,Device-005,28.29,0.93,10.6
2026-03-13T05:41:38.904300,Device-003,26.57,1.8,33.59
2026-03-13T05:41:38.904300,Device-003,26.94,0.37,28.35
2026-03-13T05:41:38.904300,Device-005,55.12,1.39,10.03
2026-03-13T05:41:38.904300,Device-004,29.21,1.85,10.72
2026-03-13T05:41:38.904300,Device-001,45.41,1.89,20.97
2026-03-13T05:41:38.904300,Device-003,27.87,1.15,19.37
2026-03-13T05:41:38.904300,Device-002,36.3,1.38,17.7
2026-03-13T05:41:38.904300,Device-002,29.32,0.77,47.68
2026-03-13T05:41:38.904300,Device-002,28.48,1.3,45.77
2026-03-13T05:41:38.904300,Device-002,38.54,1.35,19.25
2026-03-13T05:41:38.904300,Device-005,36.51,0.53,23.26
2026-03-13T05:41:38.904300,Device-001,26.58,1.43,47.48
2026-03-13T05:41:38.904300,Device-004,35.77,0.65,11.12
2026-03-13T05:41:38.904300,Device-002,56.53,0.73,49.63
2026-03-13T05:41:38.904300,Device-001,28.77,0.61,12.32
2026-03-13T05:41:38.904300,Device-001,32.13,1.7,11.79
2026-03-13T05:41:38.904300,Device-001,27.14,1.97,27.88
2026-03-13T05:41:38.904300,Device-004,31.99,1.67,43.82
2026-03-13T05:41:38.904300,Device-003,20.96,0.77,15.36
2026-03-13T05:41:38.904300,Device-002,37.9,1.87,34.5
2026-03-13T05:41:38.904300,Device-002,24.94,1.89,11.17
2026-03-13T05:41:38.904300,Device-002,24.36,1.66,13.63
2026-03-13T05:41:38.904300,Device-005,40.84,0.97,20.9
2026-03-13T05:41:38.904300,Device-001,54.27,1.94,13.42
2026-03-13T05:41:38.905304,Device-002,49.77,1.15,14.2
2026-03-13T05:41:38.905304,Device-002,28.76,0.96,31.1
2026-03-13T05:41:38.905304,Device-004,34.35,0.48,42.11
2026-03-13T05:41:38.905304,Device-004,31.86,1.54,20.5
2026-03-13T05:41:38.905304,Device-005,38.94,1.36,13.62
2026-03-13T05:41:38.905304,Device-002,37.72,0.84,13.17
2026-03-13T05:41:38.905304,Device-001,57.57,1.49,49.76
2026-03-13T05:41:38.905304,Device-003,27.02,1.77,22.03
2026-03-13T05:41:38.905304,Device-001,24.31,0.85,34.9
2026-03-13T05:41:38.905304,Device-005,50.9,1.82,43.06
2026-03-13T05:41:38.905304,Device-001,33.95,1.77,20.62
2026-03-13T05:41:38.905304,Device-002,20.32,1.7,37.62
2026-03-13T05:41:38.905304,Device-004,26.45,0.21,46.0
2026-03-13T05:41:38.905304,Device-003,24.13,1.43,19.43
2026-03-13T05:41:38.905304,Device-005,47.48,1.5,17.31
2026-03-13T05:41:38.905304,Device-004,58.43,0.27,12.04
2026-03-13T05:41:38.905304,Device-005,56.04,1.65,15.81
2026-03-13T05:41:38.905304,Device-004,58.26,0.81,49.83
2026-03-13T05:41:38.905304,Device-001,21.78,1.48,34.41
2026-03-13T05:41:38.905304,Device-003,23.04,0.4,16.68
2026-03-13T05:41:38.905304,Device-001,37.83,0.17,14.62
2026-03-13T05:41:38.905304,Device-003,43.83,1.56,15.53
2026-03-13T05:41:38.905304,Device-003,41.49,1.77,36.89
2026-03-13T05:41:38.905304,Device-001,38.87,1.41,28.17
2026-03-13T05:41:38.905304,Device-003,38.15,0.63,34.04
2026-03-13T05:41:38.905304,Device-004,33.46,0.2,18.57
2026-03-13T05:41:38.905304,Device-003,20.55,0.21,23.06
2026-03-13T05:41:38.905304,Device-001,39.12,1.71,21.71
